557.;119002;991;Geastrum fornicatum;Geástrum fornicátum;oblokasta zvezdica;NU;
558.;153421;993;Geastrum pectinatum;Geástrum pectinátum;grebenasta zvezdica;NU;
559.;165809;994;Geastrum quadrifidum;Geástrum quadrífidum;četverokraka zvezdica;NU;
560.;121327;995;Geastrum rufescens;Geástrum ruféscens;rusa zvezdica;NU;rdečkasta zvezdica
561.;119601;999;Geastrum triplex;Geástrum tríplex;ovratniška zvezdica;NU;
562.;357408;1008;Gloeophyllum abietinum;Gloeophýllum abietínum;hojeva tramovka;NU;
563.;297848;1009;Gloeophyllum odoratum;Gloeophýllum odorátum;dišeča tramovka;NU;smrekov dišavnik
564.;356810;1010;Gloeophyllum sepiarium;Gloeophýllum sepiárium;sivorjava tramovka;NU;
565.;356811;1011;Gloeophyllum trabeum;Gloeophýllum trábeum;labirintasta tramovka;NU;
566.;105330;1730;Meruliopsis taxicola;Gloeóporus taxícola;obrobljena pokrivača;NU;obrobljena voskocevka
567.;209017;1013;Gomphidius glutinosus;Gomphídius glutinósus;veliki slinar;U;maslovka, pasji gobec, slinarica, slinovec, slinovka, velika polžarka, velika polževka, velika slinavka, veliki polžar, veliki slinovček, veliki slinovec, zlizek
568.;209063;1014, 1015, 1016;Gomphidius maculatus;Gomphídius maculátus;pegasti slinar;U;vitki slinar, scopolijev slinar
569.;213963;1017;Gomphidius roseus;Gomphídius róseus;rožnati slinar;U;
570.;356880;1018;Gomphus clavatus;Gómphus clavátus;čokata žilolistka;U, Z, RS;čokata lisička, plavka, plava lisička, plavkasta lisička, svinjsko uho
571.;362177;1029;Grifola frondosa;Grífola frondósa;velika zraščenka;MU, Z, RS;frlinka
572.;189772;2508;Guepinia helvelloides;Guepínia helvelloídes;uhati drhtavež;U;uhelj
573.;414437;1030;Guepiniopsis buccina;Guepiniópsis buccína;trobljasta rebrica;NU;
574.;331593;1032;Gymnopilus junonius;Gymnopílus junónius;junonina plamenka;NU;
575.;298044;1034;Gymnopilus odini;Gymnopílus odíni;odinova plamenka;NU;
576.;438398;1035;Gymnopilus penetrans;Gymnopílus pénetrans;predirna plamenka;NU;
577.;277440;1036;Gymnopilus sapineus;Gymnopílus sapíneus;jelkova plamenka;NU;
578.;449706;1735;Gymnopus brassicolens var. brassicolens;Gýmnopus brassícolens;zeljarski korenovec;NU;zeljarska sehlevka
579.;437619;393;Collybiopsis confluens;Gýmnopus cónfluens;šopasti korenovec;U;šopasta korenovka
580.;438406;397;Gymnopus dryophilus;Gýmnopus dryóphilus;vitki korenovec;U;vitka korenovka, gozdne pogače
581.;437623;405;Gymnopus erythropus;Gýmnopus erýthropus;sehlični korenovec;U;sehlična korenovka
582.;487826;1736;Gymnopus foetidus;Gýmnopus fóetidus;smrdeči korenovec;NU;smradna sehlevka
583.;437626;400;Collybia fuscopurpurea;Gýmnopus fuscopurpúreus;bukov korenovec;NU;bukova korenovka
584.;431669;401;Gymnopus fusipes;Gýmnopus fúsipes;hrastov korenovec;PU;hrastova korenovka
585.;437628;402;Gymnopus hariolorum;Gýmnopus hariolórum;smradni korenovec;S;smradna korenovka
586.;437636;410;Gymnopus ocior;Gýmnopus ocíor;širokolistni korenovec;NU;širokolistna korenovka
587.;511562;1737;Paragymnopus perforans;Gýmnopus pérforans;iglični korenovec;NU;iglična sehlevka
588.;493829;411;Collybiopsis peronata;Gýmnopus peronátus;pekoči korenovec;S;pekoča korenovka
589.;164515;1039;Gyrodon lividus;Gýrodon lívidus;navadni jelšar;U, RS;
590.;236690;1040;Gyromitra esculenta;Gyrómitra esculénta;pomladanski hrček;SS, RS;
591.;119118;1042;Paragyromitra infula;Gyrómitra ínfula;rogljati hrček;PU;
592.;356881;1046;Gyroporus castaneus;Gyróporus castáneus;rjavi bledotrosnik;U, RS;
593.;356882;1047;Gyroporus cyanescens;Gyróporus cyanéscens;modreči bledotrosnik;U, RS;modrivec
594.;414438;1051;Hapalopilus rutilans;Hapalopílus rútilans;cimetasti mehkopor;NU;
595.;331685;1052;Erastia salmonicolor;Hapalopílus salmonícolor;lososov mehkopor;NU;
596.;247230;1053;Hebeloma anthracophilum;Hebelóma anthracóphilum;pogoriščna medlenka;NU; 
597.;353975;1054;Hebeloma birrus;Hebelóma bírrus;rožnata medlenka;NU;
598.;141251;1055;Hebeloma circinans;Hebelóma círcinans;kolobarna medlenka;NU;
599.;241497;1056;Hebeloma crustuliniforme;Hebelóma crustulinifórme;solzeča medlenka;NU;
600.;264691;1058;Hebeloma laterinum;Hebelóma fastíbile;kopučasta medlenka;NU;
601.;243234;3006;Hebeloma hiemale;Hebelóma hiemále;zimska medlenka;NU;
602.;286869;1057;Hebeloma laterinum;Hebelóma laterínum;kakavova medlenka;NU;
603.;331749;1061;Hebeloma leucosarx;Hebelóma léucosarx;vrbina medlenka;NU;
604.;148606;1062;Agaricus longicaudus;Hebelóma longicáudum;dolgobetna medlenka;NU;
605.;417225;1063;Hebeloma mesophaeum var. mesophaeum;Hebelóma mesopháeum;dvobarvna medlenka;NU;
606.;314964;2766;Hebeloma eburneum;Hebelóma ochroálbidum;bledikasta medlenka;NU;
607.;104892;1064;Hebeloma sacchariolens;Hebelóma pállidoluctuósum;pusta medlenka;NU;
608.;275806;1065;Hebeloma pusillum;Hebelóma pusíllum;pritlikava medlenka;NU;
609.;438426;1066;Hebeloma radicosum;Hebelóma radicósum;korenasta medlenka;NU;
610.;236476;1068;Hebeloma sacchariolens;Hebelóma saccharíolens;sladkobna medlenka;NU;
611.;140872;1070;Hebeloma sinapizans;Hebelóma sinapízans;redkvičasta medlenka;S;
612.;144548;1071;Hebeloma spoliatum;Hebelóma spoliátum;bodalasta medlenka;NU;
613.;331754;1073;Hebeloma vaccinum;Hebelóma vaccínum;toporoba medlenka;NU;
614.;176612;1074;Hebeloma versipelle;Hebelóma versipélle;luskobetna medlenka;NU;
615.;451309;1076;Helvella atra;Helvélla átra;črni loputar;NU;
616.;186148;1077;Helvella crispa;Helvélla críspa;jesenski loputar;U;dobri hrček, hrček, kodrasti hrček, loputarica, pozni hrček, sedlarka, užitni hrček
617.;208124;1078;Helvella elastica;Helvélla elástica;prožni loputar;U;elastični hrček, prožni vitkobet
618.;208328;1079;Helvella sublicia;Helvélla ephíppium;sedlasti loputar;NU;
619.;147441;1080;Helvella lacunosa;Helvélla lacunósa;jamičasti loputar;U;
620.;237869;1082;Helvella macropus;Helvélla mácropus;visoki loputar;NU;
621.;331857;1088;Hemimycena cucullata;Hemimycéna cuculláta;bela polčeladica;NU;
622.;268793;1089;Hemimycena lactea;Hemimycéna láctea;smetanasta polčeladica;NU;
623.;224021;1102;Hericium flagellum;Herícium alpéstre;jelkov bradovec;MU, Z, RS;bradačka, bradata goba, bradatovka, bradica, medvedji bradovec 
624.;298405;799;Hericium cirrhatum;Herícium cirrhátum;rumeneči bradovec;U;rumeneči bradač
625.;356812;1101;Hericium erinaceus;Herícium erináceus;resasti bradovec;MU, Z, RS;
626.;119859;1103;Heterobasidion annosum;Heterobasídion annósum;jelov trohnobnež;NU;jelov koreničnik
627.;417227;1112, 1107;Hohenbuehelia petalodes var. petalodes;Hohenbuehélia petaloídes;razprti ostrigovec;U;pozemski ostrigovec
628.;102915;1114;Hohenbuehelia rickenii;Hohenbuehélia rickénii;smrekov ostrigovec;U;
629.;120602;1115;Humaria hemisphaerica;Humária hemispháerica;polobla kosmatinka;NU;
630.;100859;1117;Hydnellum aurantiacum;Hydnéllum aurantíacum;oranžna ježevka;NU, RS;
631.;102122;1119;Hydnellum caeruleum;Hydnéllum caerúleum;višnjeva ježevka;NU, RS;
632.;100807;1120;Hydnellum compactum;Hydnéllum compáctum;klena ježevka;NU, RS;
633.;414441;1121;Hydnellum concrescens;Hydnéllum concréscens;zraščena ježevka;NU;
634.;332082;1122;Hydnellum cumulatum;Hydnéllum cumulátum;kopučasta ježevka;NU;
635.;100986;1123;Hydnellum ferrugineum;Hydnéllum ferrugíneum;rjasta ježevka;NU;
636.;469494;1124;Hydnellum geogenium;Hydnéllum geogénium;pozemska ježevka;NU;
637.;414442;1126;Hydnellum peckii;Hydnéllum péckii;peckova ježevka;NU;
638.;100831;1127;Hydnellum scrobiculatum;Hydnéllum scrobiculátum;jamičasta ježevka;NU;
639.;332093;1128;Hydnellum spongiosipes;Hydnéllum spongiósipes;votličasta ježevka;NU;
640.;100887;1129;Hydnellum suaveolens;Hydnéllum suavéolens;vonjava ježevka;NU, RS;
641.;141384;1130;Hydnum albidum;Hýdnum álbidum;beli ježek;U;
642.;225014;1131;Hydnum repandum;Hýdnum repándum;rumeni ježek;U;
643.;473529;1133;Hydnum repandum;Hýdnum ruféscens;rdečkasti ježek;U;
644.;164838;1134;Hydnum umbilicatum;Hýdnum umbilicátum;lijasti ježek;U;
645.;417610;1167;Hygrocybe acutoconica var. acutoconica;Hygrócybe acutocónica;ostrogrba vlažnica;U;
646.;542968;1159;Hygrocybe konradii;Hygrócybe acutocónica var. konrádii;ostrogrba vlažnica, konradov različek;U;konradova vlažnica
647.;298656;1139;Hygrocybe aurantiosplendens;Hygrócybe aurántiospléndens;oranžnordeča vlažnica;U, RS;
648.;463649;1141;Porpolomopsis calyptriformis;Hygrócybe calýptrifórmis;rožnata vlažnica;U, RS;
649.;355720;1161;Hygrocybe cantharellus;Hygrócybe cantharéllus;lijasta vlažnica;NU;
650.;355873;1142;Hygrocybe ceracea;Hygrócybe cerácea;voskasta vlažnica;U; 
651.;356815;1143;Hygrocybe chlorophana;Hygrócybe chlorophána;obledela vlažnica;U;
652.;132801;826;Cuphophyllus cinerellus;Hygrócybe cinerélla;pepelnosiva vlažnica;U;pepelnosiva tratnica
653.;438463;1146;Hygrocybe citrinovirens;Hygrócybe citrinóvirens;zelenkasta vlažnica;U, RS;
654.;355640;1147;Hygrocybe coccinea;Hygrócybe coccínea;škrlatna vlažnica;U;
655.;417228;1148;Hygrocybe conica;Hygrócybe cónica;koničasta vlažnica;S;
656.;332167;1150;Hygrocybe conicoides;Hygrócybe conicoídes;sipinska vlažnica;UN; 
657.;298663;1152;Hygrocybe fornicata;Hygrócybe fornicáta;oblokasta vlažnica;NU, RS;
658.;417178;1154;Hygrocybe glutinipes var. glutinipes;Hygrócybe glutínipes;sluzobetna vlažnica;UN, RS;
659.;287109;1156;Hygrocybe ingrata;Hygrócybe ingráta;zavržena vlažnica;NU, RS;
660.;298666;1157;Hygrocybe intermedia;Hygrócybe intermédia;varljiva vlažnica;U, RS;
661.;283339;1158;Gliophorus irrigatus;Hygrócybe irrigáta;orošena vlažnica;NU, RS;
662.;419658;1160;Gliophorus laetus;Hygrócybe láeta;spolzka vlažnica;NU;
663.;356816;1162;Hygrocybe miniata;Hygrócybe miniáta;minijasta vlažnica;NU;
664.;438468;1172;Hygrocybe mucronella;Hygrócybe mucronélla;grenka vlažnica;NU;
665.;414578;1163;Neohygrocybe nitrata;Hygrócybe nitráta;klorova vlažnica;NU, RS;
666.;287111;1165;Neohygrocybe ovina;Hygrócybe ovína;ovčja vlažnica;NU, RS;
667.;546447;1166;Hygrophorus parvulus;Hygrócybe párvula;majčkena vlažnica;NU;
668.;417614;834;Hygrocybe pratensis var. pratensis;Hygrócybe praténsis;travniška vlažnica;U, RS;travniška tratnica
669.;418716;1169;Hygrocybe psittacina var. psittacina;Hygrócybe psittácina;papagajska vlažnica;NU;
670.;356817;1170;Hygrocybe punicea;Hygrócybe punícea;velika vlažnica;U, RS;rdeča vodenica, rdeča voščenka, velika rdečka
671.;298676;1171;Hygrocybe obrussea;Hygrócybe quiéta;zažetotrosna vlažnica;NU, RS;
672.;332196;835;Hygrocybe russocoriacea;Hygrócybe russocoriácea;cedrovna vlažnica;U;cedrovna tratnica
673.;355614;1177;Hygrocybe turunda;Hygrócybe turúnda;mekinasta vlažnica;NU;
674.;418773;838;Hygrocybe virginea var. virginea;Hygrócybe virgínea;deviška vlažnica;U;deviška tratnica
675.;414581;1179;Gloioxanthomyces vitellinus;Hygrócybe vitellína;rumenjačna vlažnica;UN, RS;
676.;357220;1180;Hygrophoropsis aurantiaca;Hygrophorópsis aurantíaca;divji lisičkovec;U;divja lisička, napačna lisička, neužitna lisička, oranžasta lisička, polžasta lisička, rdeča lisička, strupena lisička 
677.;218387;1182;Hygrophorus agathosmus;Hygróphorus agathósmus;dišeča polževka;U;
678.;204130;1184;Hygrophorus arbustivus;Hygróphorus arbustívus;grmovnata polževka;U;
679.;419666;1188;Hygrophorus camarophyllus;Hygróphorus camarophýllus;švedska polževka;U, RS;palček
680.;205150;1189;Hygrophorus capreolarius;Hygróphorus capreolárius;vinska polževka;U, RS;
681.;211493;1191;Hygrophorus chrysodon;Hygróphorus chrýsodon;zlatozoba polževka;U;
682.;203105;1192;Hygrophorus eburneus var. cossus;Hygróphorus cóssus;prelčeva polževka;U;
683.;154322;1194;Hygrophorus discoideus;Hygróphorus discoídeus;diskasta polževka;U;
684.;154291;1195;Hygrophorus discoxanthus;Hygróphorus discoxánthus;rumeneča polževka;U;
685.;417615;1196;Hygrophorus eburneus var. eburneus;Hygróphorus ebúrneus;bela polževka;U;polžarica
686.;164970;1198;Hygrophorus erubescens;Hygróphorus erubéscens;pordečela polževka;NU;
687.;348245;1199;Hygrophorus pudorinus;Hygróphorus erubéscens var. persícolor;pordečela polževka, breskvobarvni različek;U;
688.;282691;1200;Hygrophorus fagi;Hygróphorus fági;bukova polževka;U;
689.;176198;1201;Agaricus fuscoalbus;Hygróphorus fuscoálbus;rjavobela polževka;U;
690.;170020;2927;Hygrophorus gliocyclus;Hygróphorus gliocýclus;sluznovenčna polževka;U;
691.;298694;1202;Hygrophorus hedrychii;Hygróphorus hedrýchii;brezova polževka;U;
692.;164867;1203;Hygrophorus hyacinthinus;Hygróphorus hyacínthinus;hijacintna polževka;U;
693.;175092;1204;Hygrophorus hypothejus;Hygróphorus hypothéjus;pozna polževka;U;zmrzalka, ledenka, pozna polžarka, rumena polžarka, rumena zmrzalka, zmrznica
694.;157770;1205;Hygrophorus bicolor;Hygróphorus karsténii;karstenova polževka;U;
695.;167748;1206;Hygrophorus latitabundus;Hygróphorus latitabúndus;sluzasta polževka;U;
696.;192524;1207;Hygrocybe leporina;Hygróphorus leporínus;zajčja polževka;U;
697.;192721;1209;Hygrophorus leucophaeus;Hygróphorus leucopháeus;dvobarvna polževka;U;
698.;332252;1211;Hygrophorus lindtneri;Hygróphorus líndtneri;leskova polževka;U;
699.;181032;1212;Hygrophorus lucorum;Hygróphorus lucórum;macesnova polževka;U;
700.;181113;1213;Hygrophorus marzuolus;Hygróphorus marzúolus;marčna polževka;U;marčnica, marčeva maslenka, marčevka, marčna maslenka, marčna voščenka, maslenka, podmahovka, polževka, pomladna polževka, pomladanska sivka, prava sneženka, sneženka, snežka, velikonočnica
701.;181367;1214;Hygrophorus mesotephrus;Hygróphorus mesótephrus;obuta polževka;U;
702.;184013;1215;Hygrophorus nemoreus;Hygróphorus nemóreus;gozdna polževka;U;
703.;180673;1216;Hygrophorus olivaceoalbus;Hygróphorus oliváceoálbus;olivnobela polževka;U;
704.;186904;1217;Hygrophorus penarius;Hygróphorus penárius;suha polževka;U;
705.;315438;1219;Hygrophorus glutinifer;Hygróphorus persóonii;hrastova polževka;U;
706.;298708;1220;Hygrophorus piceae;Hygróphorus píceae;smrekova polževka;U;
707.;287138;1221;Hygrophorus poetarum;Hygróphorus poetárum;pesniška polževka;U;podrjasnca
708.;186585;1222;Hygrophorus ponderatus;Hygróphorus ponderátus;stasita polževka;U;
709.;182455;1223;Hygrophorus pudorinus;Hygróphorus pudorínus;hojeva polževka;U;
710.;187146;1225;Hygrophorus pustulatus;Hygróphorus pustulátus;pikčasta polževka;U;
711.;187237;1226;Hygrophorus queletii;Hygróphorus quelétii;queletova polževka;U;
712.;102423;1227;Hygrophorus russula;Hygróphorus rússula;zajetna polževka;U;medena voščenka, medena golobica, medena kolobarnica, medenica, medenika, medenka, podresnica, voščenka, teranovka
713.;181605;1228;Hygrophorus speciosus;Hygróphorus speciósus;lepa polževka;U, RS;
714.;332279;1229;Hygrophorus subviscifer;Hygróphorus spodoléucus;pepelnata polževka;U;
715.;199908;1232;Hydnoporia corrugata;Hymenocháete corrugáta;zgrbančena usnjevka;NU;
716.;332302;1233;Hymenochaete cruenta;Hymenocháete cruénta;rdeča usnjevka;NU, Z, RS;
717.;215861;1234;Hymenochaete rubiginosa;Hymenocháete rubiginósa;trdolesna usnjevka;NU;
718.;226826;1235;Hydnoporia tabacina;Hymenocháete tabacína;tobakasta usnjevka;NU;
719.;315511;1241;Hyphoderma cremeoalbum;Hyphodérma crémeoálbum;smetanasti strgalkar;NU;
720.;298776;1244;Basidioradulum radula;Hyphodérma rádula;otočkasti strgalkar;NU;
721.;298799;1026;Xylodon quercinus;Hyphodóntia quercína;hrastova zobnica;NU;
722.;298800;1639;Lyomyces sambuci;Hyphodóntia sambúci;bezgova zobnica;NU;navadni bezgar
723.;159037;1247;Hypholoma capnoides;Hypholóma capnoídes;sivolistna žveplenjača;U;grmičasta žveplenoglavka, lažljivi žebljički, pasja betka, sivolistnica, žveplenjača, žveplenoglavka, žveplenovka
724.;414583;1251;Hypholoma ericaeum;Hypholóma erícaeum;resina žveplenjača;NU;
725.;152334;1252;Hypholoma fasciculare;Hypholóma fasciculáre;navadna žveplenjača;S;grmasta žveplenjača, grmičasta žveplenjača, grenka žveplenjača 
726.;264672;1253;Hypholoma fasciculare var. pusillum;Hypholóma fasciculáre var. pusíllum;navadna žveplenjača, drobni različek;S;navadna žveplenjača, drobna oblika
727.;414584;1254;Hypholoma dispersum;Hypholóma marginátum;pisanobetna žveplenjača;NU 
728.;276049;1256;Hypholoma radicosum;Hypholóma radicósum;korenasta žveplenjača;NU;
729.;169034;1257;Hypholoma lateritium;Hypholóma sublaterítium;opečnata žveplenjača;PU;opekasto rdeča žveplenjača, opekasto rdeča štorovka, oranžni žebljički, velika žveplenjača
730.;444018;1262;Hypoxylon fragiforme;Hypóxylon fragifórme;jagodasti skorjoder;NU;
731.;163954;1264;Hypoxylon fuscum;Hypóxylon fúscum;malinasti skorjoder;NU;
732.;416089;1263;Hypoxylon intermedium;Hypóxylon intermédium;jesenov skorjoder;NU;
733.;422644;1266;Jackrogersella multiformis;Hypóxylon multifórme;krastasti skorjoder;NU;
734.;417390;1268;Hypoxylon rubiginosum var. rubiginosum;Hypóxylon rubiginósum;opečnati skorjoder;NU;
735.;287202;1272;Hypsizygus tessulatus;Hypsízygus tessulátus;mozaični mrežar;NU;
736.;487940;356;Infundibulicybe geotropa;Infundibulícybe geótropa;pozna lijevka;U;pozna livka, bledoglavka, jabolčnica, livka, martinčica, martinovka, menišček, meniščnica, velika livka, velikolivka
737.;199199;1276;Inocybe abjecta;Inócybe abjécta;črtasta razcepljenka;NU;
738.;231686;1277;Inocybe acuta;Inócybe acúta;ostrogrba razcepljenka;NU;
739.;232015;1278;Inosperma adaequatum;Inócybe adaequáta;rdečeča razcepljenka;U;
740.;332539;1279;Mallocybe agardhii;Inócybe agárdhii;agardhova razcepljenka;NU;
741.;298877;1283;Inocybe appendiculata;Inócybe appendiculáta;ovešena razcepljenka;NU;
742.;218322;1284;Inocybe assimilata;Inócybe assimiláta;šopasta razcepljenka;S;
743.;218456;1285;Inocybe asterospora;Inócybe asteróspora;zvezdastotrosna razcepljenka;S;
744.;419212;1287;Inocybe bongardii var. bongardii;Inócybe bongárdii;bongardova razcepljenka;U;
745.;232645;1292;Inocybe calospora;Inócybe calóspora;bodičastotrosna razcepljenka;NU; 
746.;416231;1293;Inosperma cervicolor;Inócybe cervícolor;srnjerjava razcepljenka;NU;
747.;419703;1341, 3012;Inocybe cincinnata var. cincinnata;Inócybe cincinnáta;mekinasta razcepljenka;S;
748.;223073;1295;Inosperma cookei;Inócybe cóokei;medova razcepljenka;S;
749.;424899;1297;Inocybe corydalina var. corydalina;Inócybe corydálina;zoprna razcepljenka;NU; 
750.;143309;1299;Inocybe decipiens;Inócybe decípiens;varljiva razcepljenka;S;
751.;234005;1300;Inocybe dulcamara;Inócybe dulcamára;klobučevinasta razcepljenka;S 
752.;247363;1338;Inosperma erubescens;Inócybe erubéscens;rdečkasta razcepljenka;S;razcefranka, razcepljenka, raztrganka
753.;185510;1301;Inocybe fibrosa;Inócybe fibrósa;vlaknata razcepljenka;S;
754.;192479;1304;Inocybe flocculosa;Inócybe flocculósa;kosmičasta razcepljenka;NU;
755.;192657;1344;Inocybe fraudans;Inócybe fráudans;dišeča razcepljenka;NU;
756.;419217;1307;Inocybe glabripes;Inócybe fuscídula;žarkasta razcepljenka;NU;
757.;423337;1310;Inocybe geophylla var. geophylla;Inócybe geophýlla;prstenolistna razcepljenka;SS; 
758.;438519;1311;Inocybe lilacina;Inócybe geophýlla var. lilacína;prstenolistna razcepljenka, lilasti različek;SS; 
759.;189598;1314;Inocybe godeyi;Inócybe godéyi;godejeva razcepljenka;S;
760.;183929;1316;Inocybe griseolilacina;Inócybe gríseolilacína;sivolilasta razcepljenka;NU;
761.;184110;1319;Inocybe haemacta;Inócybe haemácta;sivozelena razcepljenka;S;
762.;417183;1324;Inocybe lacera var. lacera;Inócybe lácera;raztrgana razcepljenka;S;
763.;417458;1326;Inocybe lanuginosa var. lanuginosa;Inócybe lanuginósa;puhasta razcepljenka;S;
764.;149320;1330;Inosperma maculatum;Inócybe maculáta;pegasta razcepljenka;S;
765.;141839;1332;Inocybe mixtilis;Inócybe míxtilis;igličevna razcepljenka;S;
766.;142134;1333;Inocybe napipes;Inócybe nápipes;repasta razcepljenka;S;
767.;242281;1334;Inocybe nitidiuscula;Inócybe nitidiúscula;friesova razcepljenka;S;
768.;242601;1335;Inocybe oblectabilis;Inócybe oblectábilis;poletna razcepljenka;UN;
769.;438524;1340;Inocybe petiginosa;Inócybe petiginósa;sivoroba razcepljenka;S;
770.;104388;1343;Inocybe piceae;Inócybe píceae;smrekina razcepljenka;S;
771.;240039;1347;Inocybe posterula;Inócybe postérula;jesenska razcepljenka;NU;
772.;140560;1352;Inocybe pusio;Inócybe púsio;porisana razcepljenka;S;
773.;240925;1354;Pseudosperma rimosum;Inócybe rimósa;zašiljena razcepljenka;S;
774.;144451;1355;Inocybe sambucina;Inócybe sambucína;bezgova razcepljenka;S;
775.;235443;1359;Inocybe sindonia;Inócybe sindónia;slamnatorumena razcepljenka;S 
776.;419220;1360;Inocybe splendens var. splendens;Inócybe spléndens;lepa razcepljenka;S;
777.;235607;1361;Pseudosperma squamatum;Inócybe squamáta;luskata razcepljenka;S;
778.;245081;1364;Inocybe tenebrosa;Inócybe tenebrósa;črnobetna razcepljenka;NU;
779.;104391;1365;Mallocybe terrigena;Inócybe terrígena;ovenčana razcepljenka;NU;
780.;238483;1367;Inocybe umbratica;Inócybe umbrática;belkasta razcepljenka;S;
781.;163193;1369;Inocybe whitei;Inócybe whítei;rdečična razcepljenka;S;
782.;100837;1370;Inonotus cuticularis;Inonótus cuticuláris;nanizani luknjač;NU;
783.;298987;1371;Pseudoinonotus dryadeus;Inonótus dryádeus;roseči luknjač;NU;
784.;100985;1373;Inonotus hispidus;Inonótus híspidus;sršati luknjač;NU;
785.;315904;1374;Mensularia nodulosa;Inonótus nodulósus;grčavi luknjač;NU;
786.;315905;1375;Inonotus obliquus;Inonótus oblíquus;brezin luknjač;NU;
787.;121273;1376;Mensularia radiata;Inonótus radiátus;jelšev luknjač;NU;
788.;298995;1377;Inocutis rheades;Inonótus rheádes;trepetlikin luknjač;NU;
789.;177211;1379;Irpex lacteus;Írpex lácteus;belkasti rašpovec;NU;
790.;315943;1490;Ischnoderma resinosum;Ischnodérma benzoínum;smrekova irhovka;NU;
791.;100840;1489;Ischnoderma resinosum;Ischnodérma resinósum;bukova irhovka;NU;
792.;316081;2631;Ustulina deusta;Kretzschmária deústa;črneča ožganka;NU;
793.;287387;1382;Kuehneromyces mutabilis;Kuehnerómyces mutábilis;mala štorovka;U;grmača, grmovalka, hrastovka, jelševka, mahunije, štorovka
794.;433576;1384;Laccaria amethystina;Laccária amethýstina;vijoličasta bledivka;U;vijoličasta pološčenka
795.;332790;1385;Laccaria bicolor;Laccária bícolor;dvobarvna bledivka;U;
796.;119173;1386;Laccaria laccata;Laccária laccáta;rdečkasta bledivka;U;bledivka, rdečkasta pološčenka, rožasta pološčenka, rožnata bledivka, rožnata pološčenka
797.;438537;1387;Laccaria proxima;Laccária próxima;mekinasta bledivka;U;rdečkasta bledivka, mekinasti različek
798.;438538;1389;Laccaria tortilis;Laccária tórtilis;sloka bledivka;U;
799.;355615;2105;Lacrymaria lacrymabunda;Lacrymária lacrymabúnda;kosmati črnivec;PU;kosmata črnivka
800.;232999;1392;Lactarius acerrimus;Lactárius acérrimus;kratkobetna mlečnica;NU;
801.;438561;1393;Lactarius acris;Lactárius ácris;huda mlečnica;NU;
802.;216232;1394;Lactarius albocarneus;Lactárius albocárneus;spolzka mlečnica;NU; 
803.;225968;1396;Lactarius aspideus;Lactárius aspídeus;močvirska mlečnica;NU;
804.;225731;1399;Lactarius aurantiacus;Lactárius aurantíacus;oranžna mlečnica;U;
805.;356888;3016;Lactarius azonites;Lactárius azonítes;brezizrazna mlečnica;PU;
806.;299287;1401;Lactarius badiosanguineus;Lactárius bádiosanguíneus;kostanjasta mlečnica;NU;
807.;113827;2789;Lactifluus bertillonii;Lactárius bertillónii;plišasta mlečnica;NU;
808.;219169;1402;Lactarius blennius;Lactárius blénnius;bukova mlečnica;NU;
809.;233655;1405;Lactarius camphoratus;Lactárius camphorátus;kafrna mlečnica;U;
810.;233874;1406;Lactarius chrysorrheus;Lactárius chrysorrhéus;zlatosočna mlečnica;NU;
811.;216661;1408;Lactarius circellatus;Lactárius circellátus;gabrova mlečnica;NU;
812.;332877;1409;Lactarius citriolens;Lactárius citríolens;citronova mlečnica;NU;
813.;216723;1410;Lactarius controversus;Lactárius controvérsus;spodvita mlečnica;NU;
814.;217017;1411;Lactarius cremor;Lactárius crémor;gostosočna mlečnica;NU;
815.;224709;1413;Lactarius decipiens;Lactárius decípiens;varljiva mlečnica;NU;
816.;224737;1414;Lactarius deliciosus;Lactárius deliciósus;užitna sirovka;U;brinovka, krvavica, okusna sirovka, oranžna mlečnica, pečenica, plemenita sirovka, plešnica, ramžgar, sangvinila, sirovojedka, sirovka, srovojedka, užitna mlečnica, žlahtna sirovka
817.;332881;1415;Lactarius deterrimus;Lactárius detérrimus;smrekova sirovka;U;
818.;299297;1416;Lactarius evosmus;Lactárius evósmus;vonjava mlečnica;NU;
819.;221311;1419;Lactarius flavidus;Lactárius flávidus;zlatična mlečnica;NU;
820.;461801;1420;Lactarius zonarius;Lactárius flexuósus;vegasta mlečnica;NU;
821.;221213;1421;Lactarius fluens;Lactárius flúens;rjaveča mlečnica;NU;
822.;228785;1423;Lactarius fuliginosus;Lactárius fuliginósus;čadasta mlečnica;PU;
823.;299299;1425;Lactarius fulvissimus;Lactárius fulvíssimus;blaga mlečnica;U;
824.;228385;1427;Lactifluus glaucescens;Lactárius glaucéscens;zeleneča mlečnica;U;
825.;120552;1428;Lactarius glyciosmus;Lactárius glyciósmus;cimetova mlečnica;U;
826.;223676;1429;Lactarius helvus;Lactárius hélvus;mekinasta mlečnica;PU;
827.;224000;1431;Lactarius hepaticus;Lactárius hepáticus;jetrasta mlečnica;NU;
828.;220456;3017;Lactarius hysginus;Lactárius hýsginus;šekasta mlečnica;NU; 
829.;359714;1433;Lactarius illyricus;Lactárius illýricus;ilirska mlečnica;NU;
830.;287462;1435;Lactarius lacunarum;Lactárius lacunárum;kalužna mlečnica;NU;
831.;165811;2790;Lactarius lignyotus;Lactárius lignyótus;črnikasta mlečnica;U;
832.;159669;2791;Lactarius lilacinus;Lactárius lilacínus;lilasta mlečnica;NU, RS;
